secucode,total_volume,total_trades,VolumeBigOrigin,VolumeBig,VolumeLong,VolumeLongBig,VolumeLongBigSelect,big_order_ratio_buy,big_order_ratio_sell
300599,4712047,7306,1.3302174193084237,0.0883354941069136,0.48803651576480456,0.5763720098717182,0.02302375167310513,0.2933205584451136,0.3905009581166165
300892,5571963,14622,1.176726586303606,0.021016830154830524,0.45763297423188204,0.47864980438671256,0.002454933745970675,0.33620571741211874,0.2871016276843113
300904,1562200,7793,1.094162079119191,0.0006401229035974954,0.40590193317116885,0.40654205607476634,0.0098706951734733,0.23957397664570768,0.38714230719876813
300919,9430840,25836,1.1698057649159566,0.001191304274062499,2.0,2.0011913042740623,0.07806647127933461,0.21799040099086545,0.3797414460442793
300989,4461088,8784,1.291056800493512,0.1332594201235215,0.402437701296186,0.5356971214197075,0.005745683564188822,0.36350182149362475,0.23861566484517305
301045,2041300,6232,1.1981090481555872,0.04066036349385199,0.4191936511046882,0.4598540145985402,-0.0047518738059080055,0.24021181001283698,0.39345314505776635
301081,1946238,3938,1.2824844649010039,0.11556962714734786,0.36115829615905143,0.4767279233063993,0.0002653324002511448,0.3547486033519553,0.32351447435246317
301086,1279600,6500,1.0575570490778368,-0.0073460456392622775,1.26734917161613,1.2600031259768678,0.041216005001562986,0.3273846153846154,0.23923076923076922
301133,7102663,15840,1.2348643037125653,0.05125697220887432,0.5077250603048462,0.5589820325137205,0.011615080146699907,0.3148358585858586,0.3236111111111111
301310,416430,1383,1.1860672862185722,0.06171025142280817,0.4176068006627765,0.47931705208558467,0.006821794779434712,0.36080983369486624,0.2646420824295011
301469,633439,2224,1.1292768522304435,0.11914643714706546,0.5024951100263798,0.6216415471734453,0.012313735024209117,0.27428057553956836,0.23471223021582735
301518,3999229,10699,1.2119511035752142,0.0320061691891112,1.2861551564063973,1.3181613255955085,0.08293048485095503,0.2763809701841294,0.39349471913262923
600037,17262300,13290,1.298917293755757,0.022154289984532782,1.343743301877502,1.3658975918620349,0.050809880491012205,0.35944319036869826,0.2854778028592927
600054,7131276,9592,1.2867126444131456,0.06653788186013276,0.4729866015562993,0.5395244834164321,0.00980528589834414,0.27293577981651373,0.3777105921601334
600066,9055802,31101,1.1290772479345286,-0.05720807499987296,2.0,1.942791925000127,0.07145794486231037,0.332593807273078,0.33757756985305937
600119,10683300,11496,1.4026564825475274,0.1557650725899301,0.6001900161934982,0.7559550887834283,0.02567549352728089,0.37552192066805845,0.32741823242867085
600227,69782360,28448,1.3754223273618147,0.05663568844619182,1.280066710268899,1.3367023987150908,0.09547053438720043,0.3702193475815523,0.40607424071991
600233,9007798,27522,1.217666293138456,-0.015142213446615926,2.0,1.984857786553384,0.08016827197945602,0.2832279630840782,0.40738318436160165
600355,11689702,2210,1.330444522880053,0.017126185081535905,0.5150088513804715,0.5321350364620074,0.007257670041545974,0.36923076923076925,0.3778280542986425
600375,32537399,18743,1.3127416853449165,-0.012320929524821556,2.0,1.9876790704751786,0.08669471705467299,0.4055380675452169,0.33879314944245853
600391,4134461,6911,1.2108584407979661,0.024595225351019157,0.5255862856125623,0.5501815109635815,0.010977488964099558,0.29590507885978873,0.3371436839820576
600439,15143700,9019,1.3847342459240477,0.11321539650151546,0.42251497322318854,0.535730369724704,0.0017517515534512696,0.3195476216875485,0.3987138263665595
600480,9087820,9241,1.3414478939943792,0.045674210096590784,0.6072170223441925,0.6528912324407833,0.028056321538058638,0.4193269126717888,0.31912130721783355
600533,24852051,13862,1.3576364783735557,0.0657188817132236,1.2061479754729298,1.2718668571861533,0.0948903573391186,0.3378300389554177,0.374909825422017
600577,43716459,37232,1.3432597319924744,0.03332250674740145,2.0,2.0333225067474014,0.09177214924932506,0.3759400515685432,0.36114095401804897
600598,19600200,26545,1.2668646238303691,-0.04261446311772327,1.349302558137162,1.3066880950194388,0.08161667738084305,0.3368996044452816,0.37457148238839705
600710,8520508,15398,1.2672833591612143,0.029432282676103316,1.4203203611803428,1.449752643856446,0.08644770945582118,0.26444992856215094,0.38037407455513705
600725,14326504,11786,1.4298899438411492,0.17139868875198017,0.5013047146742848,0.672703403426265,0.01799372687153823,0.344561343967419,0.376718140166299
600827,7679595,9875,1.2971461385659009,0.07661263386936423,0.5895623402015341,0.6661749740708983,0.029620442223841227,0.25913924050632914,0.37255696202531646
600862,9695103,14478,1.2209947640576897,-0.05591792062446371,0.6663067942651048,0.6103888736406411,0.026864325216555202,0.32960353640005524,0.35674816963669015
601077,53765102,37550,1.3067947309018404,0.010420718628972425,2.0,2.010420718628972,0.0878143633020542,0.3327563249001332,0.37163781624500664
601388,74677392,41254,1.3140545534852102,-0.02150071068362963,2.0,1.9784992893163704,0.08617025618677203,0.4113782905900034,0.3117515877248267
601778,48134200,20142,1.3096530117878764,0.013915261913566679,2.0,2.0139152619135667,0.08823788491342953,0.3748386456161255,0.29882831893555756
601878,13066157,11927,1.3671362589627538,0.06351041090352733,0.628615437576634,0.6921258484801613,0.02420032148702943,0.36547329588329003,0.378301333109751
603118,20767794,28846,1.2769968731392463,0.002091411345855998,2.0,2.002091411345856,0.08527255229900682,0.38539138875407336,0.31394300769604105
603181,7084300,9594,1.3037703089931256,0.040972290840308845,0.5662380192820745,0.6072103101223834,0.02095676354756293,0.27277465082343133,0.43621013133208253
603186,5673000,20544,1.1852811563546624,-0.0034725894588401585,1.2667900581702805,1.2633174687114404,0.07878723779305483,0.27497079439252337,0.3932535046728972
603194,1023590,2956,1.1432184761476762,-0.027439697535145913,0.48828144081126235,0.46084174327611643,0.01740931427622388,0.256765899864682,0.3399864682002706
603200,4256380,18708,1.1051160845601191,-0.041257124598837513,1.2571295326075211,1.2158724080086836,0.07092393066408545,0.2734124438742784,0.3669553132349797
603206,2756600,5828,1.3380976565334106,0.12653268519190308,0.5680548501777551,0.6945875353696582,0.02045998694043387,0.4009951956074125,0.3299588194921071
603283,5476580,13060,1.2280474310609906,0.00831029584156534,0.5617841791775159,0.5700944750190813,0.01785216321134723,0.31232771822358346,0.3679938744257274
603373,681500,2220,1.2319882611885546,0.06661775495231104,0.48950843727072635,0.5561261922230374,0.011151870873074104,0.1963963963963964,0.4635135135135135
603396,4251400,13487,1.2762619372442021,0.04835583572470242,0.6430352354518512,0.6913910711765536,0.02725502187514701,0.36182991028397715,0.3784384963297991
603556,4345530,14649,1.1445301263597305,0.0286685398558979,0.6074909159527145,0.6361594558086124,0.013613529304825882,0.30227319270939995,0.25421530479896237
603712,24606483,38097,1.1972666715515583,-0.03110070626509287,2.0,1.968899293734907,0.07774439768576435,0.3283198152085466,0.2970050135181248
603801,7262787,7473,1.3024674962930898,0.048538667043381556,0.5217358019724384,0.5702744690158199,0.00798071043526404,0.37561889468754184,0.36210357286230427
603868,432300,2057,1.0721721027064537,-0.0027758501040943684,0.518852648623641,0.5160767985195467,0.013231552162849875,0.3252309188138065,0.2722411278561011
605133,16346498,41433,1.237362889592621,0.008587282731750856,2.0,2.008587282731751,0.0830633448216248,0.28185262954649676,0.3897859194361982
605183,785118,1968,1.2311525146538482,0.08788487845139198,0.39459036730784414,0.4824752457592361,0.013475681362546774,0.32926829268292684,0.32621951219512196
605499,1051591,8624,0.6853681707051507,-0.1585093444124189,2.0,1.8414906555875812,0.03512392175284878,0.19480519480519481,0.2627551020408163
688027,2317154,10562,0.8449762078826009,-0.17305971031705275,0.3588553026687048,0.18579559235165205,-0.009529275999782493,0.1957015716720318,0.30590797197500474
688046,2807192,5298,1.092074927543253,-0.04525768098512678,0.4910323198413219,0.4457746388561951,0.006371634002946713,0.2682144205360513,0.2882219705549264
688069,774561,2502,1.0172213679748916,-0.061530337830074056,0.2914941495892512,0.22996381175917713,-0.012983354442064604,0.3085531574740208,0.2905675459632294
688137,678554,1620,1.20175402399809,0.0687786086295269,0.308990883555325,0.3777694921848519,-0.009733049985704895,0.25679012345679014,0.4154320987654321
688220,9100269,30461,1.0353735697263455,-0.03386372424815137,0.5486668580895796,0.5148031338414283,-0.0008461068568412639,0.2852499917927842,0.2600374249039756
688223,64869337,30268,1.3517749688115357,0.03635961317132003,2.0,2.03635961317132,0.09254230546552372,0.43425399762125017,0.32014008193471655
688267,5156536,12330,1.189671515916887,0.007322745346876269,0.3915233016893512,0.39884604703622745,0.0005541316884047742,0.3311435523114355,0.2833738848337389
688275,12860879,34394,1.1078652555552386,-0.01923243349074355,2.0,1.9807675665092566,0.07257552147096633,0.3326161539803454,0.22093969878467173
688361,2196727,7585,0.8856079977166029,0.04140341517175328,0.3552075428580793,0.3966109580298326,0.00745099413809727,0.1959129861568886,0.2003955174686882
688439,2225845,5529,1.1256695771718155,0.032717013089410996,0.4194914740244716,0.4522084871138826,0.006016321891236809,0.268945559775728,0.30584192439862545
688466,524259,1433,1.0934957721278986,0.029884084011910172,0.3959245334844037,0.4258086174963139,0.0043158057372405636,0.28332170272156315,0.2784368457780879
688550,2181839,4511,1.1779778434614103,0.07656568610241171,0.38800938107715555,0.46457506717956726,0.005073243259470566,0.27976058523608954,0.2768787408556861
688600,1330953,2832,1.1609666156505902,0.15256586821623308,0.37463531770092556,0.5272011859171586,-0.002732628424895542,0.268361581920904,0.19703389830508475
