secucode,BB0_BS0_LB0_LS0,BB0_BS0_LB0_LS1,BB0_BS0_LB1_LS0,BB0_BS0_LB1_LS1,BB0_BS1_LB0_LS0,BB0_BS1_LB0_LS1,BB0_BS1_LB1_LS0,BB0_BS1_LB1_LS1,BB1_BS0_LB0_LS0,BB1_BS0_LB0_LS1,BB1_BS0_LB1_LS0,BB1_BS0_LB1_LS1,BB1_BS1_LB0_LS0,BB1_BS1_LB0_LS1,BB1_BS1_LB1_LS0,BB1_BS1_LB1_LS1
603186,0.11279746166049709,0.020059933016040896,0.0222104706504495,0.0008461131676361713,0.1293319231447206,0.09383042481931958,0.00574651859686233,0.001833245196545038,0.058928256654327514,0.003296315882249251,0.08681473647100299,0.0015335801163405605,0.20142781597038603,0.11917856513308656,0.1254186497444033,0.016745989776132557
603194,0.1186998700651628,0.010062622729803926,0.018063873230492678,0.0005861721978526558,0.1139030275794019,0.05480710049922332,0.003917584188981917,0.0013677351283228638,0.09028321886692914,0.0018562119598667436,0.10082161803065681,0.0016608212272491915,0.21364706571967293,0.10297091608944987,0.1549448509657187,0.012407311521214548
603200,0.14131773948754575,0.026804467646215798,0.02110055963048412,0.0008542470362138719,0.10406425178203074,0.09173429064134311,0.0034736090292690034,0.0012139423641686128,0.07509550369092985,0.005362538119246872,0.09367866590858899,0.0016326079908278866,0.19738815613267613,0.10617308604964783,0.11274298817304845,0.01736334631776298
603206,0.08749909308568526,0.014256693027642748,0.01407531016469564,0.000290212580715374,0.08071537401146339,0.06141623739389102,0.004026699557425815,0.0011971268954509178,0.10701588913879417,0.004715954436624828,0.07414931437277807,0.0009069143147355438,0.27961982151926285,0.10886599434085467,0.1309221504752231,0.030327214684756583
603283,0.08725372403945528,0.012924124179688783,0.015357759769783331,0.0006208254056363643,0.10397510855314814,0.07522943150652414,0.003873220148340753,0.0011101819018438513,0.0838092386124187,0.003860073257397865,0.08835002866752609,0.0015228482008844935,0.22525590788411745,0.14560912102078305,0.13104309623889362,0.020205310613558097
603373,0.14497432134996333,0.023037417461482024,0.007923697725605283,0.0001467351430667645,0.12164343360234776,0.1210564930300807,0.002347762289068232,0.001173881144534116,0.06206896551724138,0.002054292002934703,0.03550990462215701,0.0010271460014673515,0.20645634629493764,0.2206896551724138,0.04196625091709465,0.007923697725605283
603396,0.09777955497012748,0.017735334242837655,0.019410076680622855,0.0007762148939172978,0.10147245613209767,0.08209060544761726,0.0050195229806651925,0.001891141741543962,0.08691254645528532,0.004713741355788681,0.0870866067648304,0.001434821470574399,0.19544150162299478,0.12573740414922144,0.14504868984334574,0.027449781248529898
603556,0.1320276237881225,0.039857048507316716,0.015602239542702501,0.00039120659620345505,0.06811597204483688,0.08930326105216164,0.002554348951681383,0.0004832552070748562,0.09182539299003804,0.00655155987877198,0.0887578730327486,0.0010677638861082538,0.21817821991793868,0.12965737205818392,0.09724935738563535,0.018377505160475247
603712,0.06379335071980827,0.02108757273438874,0.03559846403080034,0.0014763182532018086,0.0901806649897915,0.0940007558170747,0.014612368618465304,0.0022134817072395107,0.06862606086371628,0.004966374105555841,0.10652993359514239,0.001892102987655733,0.14151091807797156,0.10789689042517779,0.2194085192914404,0.026206223782569822
603801,0.06905062753458142,0.013599324887264352,0.020474233927003503,6.884409524883492e-05,0.08428320973752913,0.08370491933743893,0.006430038496241181,0.0007297474096376501,0.10912849296007167,0.004910236249527902,0.08660063967179542,0.0008769360852796591,0.25842696474507654,0.10777088740176465,0.1415601201026548,0.012384777358884406
603868,0.20680083275503122,0.023363405042794355,0.012028683784408975,0.0,0.07240342354846172,0.07124681933842239,0.0016192458940550544,0.0004626416840157298,0.08882720333102012,0.004163775156141568,0.10386305806153134,0.0002313208420078649,0.15938006014341893,0.12745778394633356,0.12167476289613695,0.006476983576220218
605133,0.0,0.09653003352767058,0.0,0.019036309795529293,0.0,0.1818719826105873,0.0,0.005611171273504576,0.0,0.08136831509721532,0.0,0.09418078416551362,0.0,0.3434810930145405,0.0,0.17792031051543883
605183,0.12354830738818878,0.007132685787359353,0.013674377609480358,0.0002547387781199769,0.10854164596914094,0.06011835163631454,0.004412075637037999,0.0007642163343599307,0.08225769884272173,0.002547387781199769,0.07132685787359352,0.00012736938905998844,0.306218937790243,0.0891585723419919,0.12584095639126858,0.00407582044991963
605499,0.0,0.0,0.0,0.3938261168077703,0.0,0.0,0.0,0.14953247032353834,0.0,0.0,0.0,0.23517032762737605,0.0,0.0,0.0,0.2214710852413153
688027,0.2673995772400108,0.020564019482520367,0.031859341243611776,0.0018518406631583399,0.17322370459624176,0.06771323787715447,0.006555455528635559,0.001466022543171494,0.0901178773616255,0.00440713047125914,0.059363771246969343,0.0015203995936394388,0.1536039469107362,0.07250877585175608,0.042025691861654425,0.0058192075278552914
688046,0.11936696884288642,0.028993741788947817,0.0219632287353341,0.0006201927050233828,0.12904781717816238,0.06655654476074312,0.008141231522460879,0.0026702840418467992,0.06721699121399605,0.004727856163739424,0.06816028258843713,0.0005482346772148111,0.222582210265632,0.11904636376849179,0.13088559671016448,0.009472455036919455
688069,0.20980529616130944,0.019077903483392528,0.018274867957462356,0.0018759013170040837,0.1482762493851356,0.0433096941364205,0.004966684354105099,0.0004609062423747129,0.12494303224665326,0.008217558074832066,0.04568394225890537,0.0008172371188324741,0.25048124034130304,0.046887204493900415,0.06759183589155664,0.009330446536812465
688137,0.16201658232064065,0.015854301942070933,0.014158047848807906,0.0016225679901673265,0.1369692021563501,0.07449665022975327,0.003040288613728605,0.0013012965806700719,0.07871444277095117,0.0055367737866109405,0.03081405459256006,0.00011937148701503491,0.3375899338888283,0.1024251570250857,0.02731985958376194,0.008021469182997964
688220,0.17884844942495656,0.030946337959899865,0.033489559484450405,0.002099388490603959,0.109073369149857,0.05858431217802463,0.005497529798294974,0.0013043570470279505,0.11704357310756418,0.006970233517272951,0.07267422534432773,0.0011756795321105342,0.2276650283634473,0.07372891944183188,0.07188073231681393,0.009018304843516164
688223,0.0,0.049114422119035994,0.0,0.015494053839335525,0.0,0.17135541249635403,0.0,0.013685156054547004,0.0,0.09826224985157471,0.0,0.06676015510995588,0.0,0.3660488467764053,0.0,0.21927970375279154
688267,0.13107442670816222,0.010321463866440572,0.019109727925878922,0.000682240946247636,0.13481841298111755,0.05044103250709391,0.0059177323691718626,0.0012042968380323535,0.09510939126576445,0.0017994638261034151,0.07626010949986581,0.001067383220053152,0.2895915009611103,0.05156213395969698,0.11746470886657244,0.013575974258688391
688275,0.1373754468881948,0.03944458228710495,0.025156134351314557,0.0028124827237702805,0.07447959039191644,0.07194585999914936,0.0059237008605710385,0.0017317634354541396,0.11700366670116405,0.007918587835248275,0.08521898075551446,0.002303963827044792,0.17239568150823906,0.1256939747275439,0.11254269634291715,0.018052887364852745
688361,0.2681889920777593,0.032901220770719344,0.03357904737366091,0.0006004387436399698,0.11909672890623187,0.027127631244119092,0.0061587079323011,0.0003687303884369792,0.07986654691274792,0.005087568915026765,0.05265925169581837,0.001147616431172376,0.22916320507737192,0.03889650375308357,0.1031370762047355,0.0020207335731750008
