secucode,total_volume,total_trades,VolumeBigOrigin,VolumeBig,VolumeLong,VolumeLongBig,VolumeLongBigSelect
600054,7131276,9592,1.4151892312119176,0.1850235497826756,0.43739689783427255,0.6224204476169481,0.01739509170588826
600066,9055802,31101,1.2612019344062513,0.03271979665633146,2.0,2.0327197966563313,0.08626144873750552
600119,10683300,11496,1.5151966152780507,0.27231145807007195,0.5411909241526495,0.8135023822227214,0.03123566688195594
600227,69782360,28448,1.5036266471927862,0.20631191034525065,0.5372027543923708,0.7435146647376214,0.03822522482759253
600233,9007798,27522,1.3650052987422676,0.111813786232773,2.0,2.111813786232773,0.0984546056650027
600355,11689702,2210,1.4474620482198777,0.13067056799223797,0.5050000419172362,0.6356706099094742,0.01502005782525508
600375,32537399,18743,1.4458561669296308,0.12383924726128237,1.1914289461182808,1.3152681933795631,0.06423625932730519
600391,4134461,6911,1.3434271117807133,0.1148718055388599,0.4844926581723712,0.5993644637112311,0.015573009395904325
600439,15143700,9019,1.517779670754175,0.2683888349610729,0.40061147539901076,0.6690003103600837,0.014823061735243042
600480,9087820,9241,1.4229415855507703,0.1309568191271394,0.5933413073762466,0.724298126503386,0.034823687088872804
600533,24852051,13862,1.4673578047944613,0.18268117991549265,0.3937924881934292,0.5764736681089219,0.011166885179818767
600577,43716459,37232,1.4530032956237375,0.15364254456199206,2.0,2.153642544561992,0.10710972267904864
600598,19600200,26545,1.4020826318098796,0.09636105754022922,1.3071091111315192,1.4034701686717483,0.0998962459566739
600710,8520508,15398,1.3760562163664418,0.11835890536104188,0.5354552803659124,0.6538141857269543,0.024702400373311076
600725,14326504,11786,1.5495772032032378,0.29692547463079616,0.48139057511867517,0.7783160497494713,0.02609675047031711
600827,7679595,9875,1.4270097576760232,0.19846072611902066,0.4789054631136147,0.6773661892326354,0.025548560829054136
600862,9695103,14478,1.360849080200592,0.06302212570614257,0.5848223582565343,0.6478444839626769,0.029463534322430613
601077,53765102,37550,1.455474538112101,0.16827515736880772,2.0,2.1682751573688077,0.10824997969872725
601388,74677392,41254,1.4645449589348272,0.1447979329540593,1.2567879446031003,1.4015858775571597,0.07126633988503508
601778,48134200,20142,1.5178417840121994,0.2511873054917294,1.350322639620062,1.6015099451117916,0.08530068018165879
601878,13066157,11927,1.4491349675348306,0.15910240478512544,0.5651308184954459,0.7242332232805713,0.02959073582232328
603118,20767794,28846,1.41416117667577,0.12910523862091472,1.285822750360486,1.4149279889814008,0.0663331310008179
603181,7084300,9594,1.446593170814336,0.1831373600779188,0.5353387067176715,0.7184760667955903,0.03259037590164167
603186,5673000,20544,1.3068570421293848,0.08145601974264055,0.5184734708267231,0.5999294905693637,0.021716904635995064
603194,1023590,2956,1.336557606072744,0.11535282681542419,0.4794888578434725,0.5948416846588966,0.025046551842046128
603200,4256380,18708,1.2435905628726758,0.057412167146730364,0.5031984926157909,0.5606106597625212,0.013889925241637258
603206,2756600,5828,1.433613872161358,0.2155916708989335,0.47787129072045276,0.6934629616193863,0.020336646593629826
603283,5476580,13060,1.4059570023627885,0.16038330490926822,0.5231651870327833,0.6835484919420515,0.027563771550858384
603373,681500,2220,1.3009537784299339,0.1301540719002201,0.47512839325018347,0.6052824651504036,0.017490829053558324
603396,4251400,13487,1.3579761960765866,0.12305593451568897,0.5499459001740603,0.6730018346897493,0.025846544667638898
603556,4345530,14649,1.275584336087888,0.11480302747881149,0.5101725221089257,0.6249755495877372,0.012831116112418963
603712,24606483,38097,1.3730668458389603,0.11200080889251829,0.6676771320793793,0.7796779409718976,0.038176963363679414
603801,7262787,7473,1.4169497191642821,0.14347852966085883,0.4931710099717918,0.6366495396326506,0.013776474513158657
603868,432300,2057,1.172796668979875,0.07217210270645386,0.47975942632431184,0.5519315290307657,0.019107101549849643
605133,16346498,41433,1.4058350602067795,0.15836915038315852,1.2967485757499864,1.455117726133145,0.06790588418387841
605183,785118,1968,1.3806841774102745,0.19519868350999464,0.3846555549611651,0.5798542384711598,0.015339859740828767
605499,1051591,8624,0.827644968433545,-0.16323171270959907,2.0,1.836768287290401,0.044294217048263064
688027,2317154,10562,0.9522828435227007,-0.13040997706669472,0.32631236421921034,0.19590238715251562,-0.007495487999502834
688046,2807192,5298,1.311042493709016,0.13491738363460715,0.4750971789603276,0.6100145625949347,0.025126175908167302
688069,774561,2502,1.1252567583444042,-0.002384576553686568,0.27897867308062246,0.2765940965269359,-0.00888864789216085
688137,678554,1620,1.2817049195789871,0.14436433946303462,0.29577454410408016,0.4401388835671148,-0.0030889214417717664
688220,9100269,30461,1.1369092496056985,0.009969705291129283,0.3809673098674336,0.3909370151585629,-0.004199985736685366
688223,64869337,30268,1.5207200745708254,0.23526557701676526,1.31521906875663,1.5504846457733954,0.08279462760656857
688267,5156536,12330,1.3110064585993388,0.10557649553886561,0.36593616334686696,0.47151265888573257,0.0074104786624198836
688275,12860879,34394,1.2238965936931683,0.06215912613749025,0.5236467118616076,0.5858058379990978,0.013468006347000077
688361,2196727,7585,1.0379478196425864,0.08170473618251156,0.3078220461623133,0.38952678234482485,0.007412027074825411
688439,2225845,5529,1.3034905844746603,0.13273475915888128,0.3861899638114963,0.5189247229703775,0.009247903605147706
688466,524259,1433,1.2084752002349983,0.0832680030290372,0.38812113859752523,0.4713891416265624,0.008456507184426023
688550,2181839,4511,1.2603413909092285,0.1250568900821738,0.3592744469229856,0.4843313370051594,0.007729167917522786
688600,1330953,2832,1.2720028430756007,0.209210993926908,0.37002658996974347,0.5792375838966515,0.004195790535052704
