secucode,total_volume,total_trades,buy_big_threshold,sell_big_threshold,buy_long_threshold,sell_long_threshold,big_buy_non_big_sell,non_big_buy_big_sell,big_buy_big_sell,long_buy_non_long_sell,non_long_buy_long_sell,long_buy_long_sell,VolumeBigOrigin,VolumeBig,VolumeLong,VolumeLongBig,VolumeLongBigSelect,big_order_ratio_buy,big_order_ratio_sell,long_order_ratio_buy,long_order_ratio_sell,BB0_BS0_LB0_LS0,BB0_BS0_LB0_LS1,BB0_BS0_LB1_LS0,BB0_BS0_LB1_LS1,BB0_BS1_LB0_LS0,BB0_BS1_LB0_LS1,BB0_BS1_LB1_LS0,BB0_BS1_LB1_LS1,BB1_BS0_LB0_LS0,BB1_BS0_LB0_LS1,BB1_BS0_LB1_LS0,BB1_BS0_LB1_LS1,BB1_BS1_LB0_LS0,BB1_BS1_LB0_LS1,BB1_BS1_LB1_LS0,BB1_BS1_LB1_LS1,验证_复合因子,验证_传统大单,订单类型总和
300541,9338299,11503,3521.6633662925587,3005.6126551595507,2.8206940261929843,-0.0391919927449873,0.18704230824050505,0.23730124726141238,0.41495169516418356,0.0,0.6841865954388481,0.31581340456115187,1.2542469458302845,-0.00939186033773387,1.3158134045611518,1.306421544223418,0.038048899483728235,0.3575588976788664,0.30861514387551076,0.2967052073372164,1.0,0.0,0.1236687752234106,0.0,0.03703597411048843,0.0,0.22470719774554232,0.0,0.012594049515870074,0.0,0.08622169840567324,0.0,0.1008206098348318,0.0,0.24958892406422198,0.0,0.16536277109996156,1.306421544223418,1.2542469458302845,1.0
300599,4712047,7306,2036.8932885971744,2401.9388518960786,2.1094678382822094,3.014272045180471,0.17260099485425337,0.2119144821772788,0.47285097113844576,0.2745195453271158,0.1887077951472046,0.012404587645242078,1.3302174193084237,0.0883354941069136,0.48803651576480456,0.5763720098717182,0.02302375167310513,0.2933205584451136,0.3905009581166165,0.20216260607719683,0.179578428688749,0.09693175810852481,0.016478825444652824,0.028511812382177003,0.0007111558946674343,0.13633140756023868,0.0666273065612461,0.008425213076185361,0.0005305549796086499,0.09588274480284259,0.006196882161829031,0.06926925813770533,0.0012521097518764137,0.19522216140883145,0.09940478097947665,0.1683132617310481,0.00991076701908958,0.5763720098717182,1.3302174193084237,1.0
300892,5571963,14622,1164.1498805605008,1126.0237990930048,0.6285970009653115,1.5362053159353,0.20519518884098836,0.17303578649032667,0.3992478054861455,0.2117950173035966,0.2021190736550117,0.021859441636636855,1.176726586303606,0.021016830154830524,0.45763297423188204,0.47864980438671256,0.002454933745970675,0.33620571741211874,0.2871016276843113,0.2581726166051156,0.1752154288059089,0.15333913739197477,0.026001608409818945,0.0403269009503473,0.002853572430398407,0.09448178317049126,0.07056758991400337,0.006514759699588817,0.0014716537062432037,0.10183484707274618,0.006033780195597136,0.09477808808134584,0.0025484734912992065,0.21457069976954263,0.09951609513559224,0.07017526857231464,0.014985742008696038,0.47864980438671256,1.176726586303606,0.9999999999999999
300904,1562200,7793,418.1554682698361,697.6955027959714,0.8291854627595883,0.960327141729826,0.14261938292152093,0.22167456151581102,0.3649340673409295,0.15996671360901293,0.2080399436691845,0.018947637946485726,1.094162079119191,0.0006401229035974954,0.40590193317116885,0.40654205607476634,0.0098706951734733,0.23957397664570768,0.38714230719876813,0.14525856537918644,0.17336070832798667,0.21892203303034183,0.029317628984765073,0.021764178722314686,0.0007681474843169889,0.1485725259249776,0.07002944565356549,0.00275252848546921,0.00032006145179874534,0.0721418512354372,0.004032774292664192,0.06490846242478555,0.0015362949686339778,0.17340929458456023,0.10466009473818973,0.07054154397644348,0.016323134041736014,0.40654205607476634,1.094162079119191,1.0
300919,9430840,25836,1119.8585042464479,1604.2081440571133,-0.6900361187619128,-0.20397908579513047,0.14446411984510393,0.24467693227750656,0.390332356396673,0.0,0.0,1.0,1.1698057649159566,0.001191304274062499,2.0,2.0011913042740623,0.07806647127933461,0.21799040099086545,0.3797414460442793,1.0,1.0,0.0,0.0,0.0,0.22052659148071646,0.0,0.0,0.0,0.24467693227750656,0.0,0.0,0.0,0.14446411984510393,0.0,0.0,0.0,0.390332356396673,2.0011913042740623,1.1698057649159566,1.0
300989,4461088,8784,2191.284096140085,1602.3572428747439,4.141788307287809,1.7005396568577078,0.18860869814717846,0.15290395526831121,0.47477207353901113,0.16898568241648673,0.1996306730555416,0.016910672912078848,1.291056800493512,0.1332594201235215,0.402437701296186,0.5356971214197075,0.005745683564188822,0.36350182149362475,0.23861566484517305,0.2252959927140255,0.14344262295081966,0.13936286394709094,0.01575624600994197,0.028033520074026784,0.0005626430144395269,0.08638654964887489,0.057320097698140005,0.006978118342431263,0.002219189578865066,0.11213183869047193,0.0038040047629636538,0.07159015917193294,0.0010826955218099263,0.27659171932945503,0.12275032458449597,0.062383884828095745,0.013046144796964329,0.5356971214197075,1.291056800493512,1.0
301045,2041300,6232,782.644883880336,1610.884394820887,0.5571506666605681,3.6181856086035156,0.17616224954685739,0.19610052417577034,0.4129231372164797,0.15362759026110812,0.23519325919757017,0.015186400823004948,1.1981090481555872,0.04066036349385199,0.4191936511046882,0.4598540145985402,-0.0047518738059080055,0.24021181001283698,0.39345314505776635,0.13382541720154043,0.2605905006418485,0.15891833635428404,0.033753000538872285,0.021407926321461813,0.000734825846274433,0.09650712781070886,0.09611522069269583,0.002253465928574928,0.0012247097437907215,0.10816636457159653,0.010091608288835546,0.05520991525008573,0.0026943614363395874,0.23240092098172732,0.09523342967716651,0.07475628276098564,0.010532503796600206,0.4598540145985402,1.1981090481555872,1.0000000000000002
301081,1946238,3938,1285.5481666118303,1375.614453313956,2.6879020985222772,2.927615184392063,0.20096103354266026,0.14948736999277581,0.4660180306827839,0.1742644013733161,0.17678207906741109,0.005055907859162137,1.2824844649010039,0.11556962714734786,0.36115829615905143,0.4767279233063993,0.0002653324002511448,0.3547486033519553,0.32351447435246317,0.1574403250380904,0.19375317420010157,0.12192753404259911,0.04133101912510186,0.01991534437206549,0.0003596682420135667,0.09908243493344596,0.041803725957462554,0.007707176614576429,0.0008940324872908658,0.13900663742050048,0.009022534756797472,0.05200700017161313,0.0009248611937491715,0.28388100530356514,0.08462479922804919,0.09463488021506106,0.0028773459361085335,0.4767279233063993,1.2824844649010039,0.9999999999999999
301086,1279600,6500,516.6571306926025,539.9245546399144,1.2065665261172827,-0.7648075157591858,0.20822913410440763,0.1491872460143795,0.35007033447952485,0.0,0.73265082838387,0.26734917161613003,1.0575570490778368,-0.0073460456392622775,1.26734917161613,1.2600031259768678,0.041216005001562986,0.3273846153846154,0.23923076923076922,0.2423076923076923,1.0,0.0,0.26035479837449205,0.0,0.032158487027196,0.0,0.1439903094717099,0.0,0.005196936542669584,0.0,0.08897311659893717,0.0,0.11925601750547046,0.0,0.23933260393873085,0.0,0.110737730540794,1.2600031259768678,1.0575570490778368,1.0
301133,7102663,15840,1500.7677941636132,1435.1985418480099,2.3200035510022605,1.5062532792944052,0.1815464143519128,0.19590370541302607,0.4287070919738132,0.24255648902390553,0.21273668763391984,0.026215941823510423,1.2348643037125653,0.05125697220887432,0.5077250603048462,0.5589820325137205,0.011615080146699907,0.3148358585858586,0.3236111111111111,0.22184343434343434,0.21875,0.14329836569748558,0.027060273027173048,0.022090306128842097,0.001393843407747207,0.09695884487269071,0.09239802029182576,0.004716540824195094,0.0018302994243145142,0.08399187741273942,0.0032100636057208402,0.0926831246252286,0.0016613487082239437,0.1942417935357485,0.0900683307092002,0.12306651744563976,0.021330450283224757,0.5589820325137205,1.2348643037125653,1.0
