secucode,total_volume,total_trades,big_buy_non_big_sell,non_big_buy_big_sell,big_buy_big_sell,long_buy_non_long_sell,non_long_buy_long_sell,long_buy_long_sell,VolumeBigOrigin,VolumeBig,VolumeLong,VolumeLongBig,VolumeLongBigSelect,buy_big_threshold,sell_big_threshold,buy_long_threshold,sell_long_threshold,big_order_ratio_buy,big_order_ratio_sell,long_order_ratio_buy,long_order_ratio_sell,BB0_BS0_LB0_LS0,BB0_BS0_LB0_LS1,BB0_BS0_LB1_LS0,BB0_BS0_LB1_LS1,BB0_BS1_LB0_LS0,BB0_BS1_LB0_LS1,BB0_BS1_LB1_LS0,BB0_BS1_LB1_LS1,BB1_BS0_LB0_LS0,BB1_BS0_LB0_LS1,BB1_BS0_LB1_LS0,BB1_BS0_LB1_LS1,BB1_BS1_LB0_LS0,BB1_BS1_LB0_LS1,BB1_BS1_LB1_LS0,BB1_BS1_LB1_LS1,验证_复合因子,验证_传统大单
002046,32143358,59694,0.19605496725015475,0.18733487646188055,0.4746429106753563,0.30116072502443586,0.2521626707452283,0.03154437069082826,1.332675665062748,0.09125306696332097,0.6164121371513207,0.7076652041146416,0.024934706572972247,1746.444885842309,1573.0634665244067,0.038857684308704066,0.1221880879798194,0.3984822595235702,0.3237008744597447,0.32147284484202765,0.2468087244949241,0.07010484094412289,0.030996077012239977,0.03847479158835863,0.002391536067886871,0.08517009952724915,0.09011208474235953,0.008672429308723749,0.0033802628835481346,0.0769752805540728,0.0070308459993507835,0.10930457234741933,0.002744268349311855,0.18288201251406278,0.12402366299127801,0.14470893177993413,0.023028303390081398,0.7076652041146416,1.332675665062748
002114,75656056,70334,0.18203744324182058,0.17156347668982375,0.525768895486701,0.7361175422625784,0.0,0.2638824577374216,1.4051387109050464,0.1721679755550567,1.2638824577374215,1.4360504332924782,0.10515377909734021,2799.27519829709,3626.5087884409186,-1.3221420181023253,0.15023110004533535,0.3351437427133392,0.3978303523189354,1.0,0.25273694088207693,0.0,0.0,0.09722477470937686,0.023405409872277773,0.0,0.0,0.09398925051023015,0.07757422617959361,0.0,0.0,0.1729194950368547,0.009117948204965904,0.0,0.0,0.37198402200611674,0.15378487348058428,1.4360504332924782,1.4051387109050464
002153,80845837,72839,0.18861290285113877,0.1961582016894698,0.5016970137868695,0.7763972311895293,0.0,0.22360276881047073,1.3881651321143476,0.1169259092462609,1.2236027688104707,1.3405286780567316,0.1003394027573739,2701.734938328992,3780.7608176306826,-0.7560822951145687,0.4737952680905554,0.34762970386743364,0.43078570545998707,1.0,0.2237949450157196,0.0,0.0,0.09166495486959954,0.021866926802922456,0.0,0.0,0.12713846972726622,0.06901973196220357,0.0,0.0,0.18097085196854354,0.007642050882595229,0.0,0.0,0.37662295462412,0.12507405916274947,1.3405286780567316,1.3881651321143476
002172,15256101,18935,0.17584433925811058,0.25511105360406305,0.4706052352432643,0.20601594077018762,0.16925032155987954,0.0014027175095392985,1.3721658633487022,0.03964984238109065,0.37807169734914575,0.4177215397302364,0.006116910211855567,2206.2121126568036,2727.8284698108027,0.3072147255955535,0.5752633106432246,0.35099022973329813,0.4440454185371006,0.21246369157644573,0.1670451544758384,0.06461028279768205,0.01165435388766763,0.022141961435625,3.2773773587366785e-05,0.1838805340892801,0.06518048091055506,0.0059451625287483345,0.00010487607547957371,0.09746264789411134,0.00562397954759214,0.07275771181640708,0.0,0.2773775553793201,0.08679150721406471,0.10517110498940718,0.001265067660472358,0.4177215397302364,1.3721658633487022
002215,13056336,16163,0.1794635187084646,0.17243735148972883,0.5421965243541527,0.2623476448522771,0.2413311054494921,0.012545633016797363,1.4362939189064987,0.19029565415595923,0.5287700163353639,0.7190656704913232,0.027551374290612624,2502.847212399503,1964.311396796269,1.7934039794429273,0.6007637303829263,0.42714842541607373,0.35624574645795953,0.2208748375920312,0.21691517663800036,0.06923358896400951,0.02284431099199653,0.013426431427622574,0.00039827406402531305,0.08798027256651483,0.07787789775018045,0.00599708831022731,0.0005820928628062268,0.0961602091122655,0.007485790806854235,0.07502097066129426,0.0007965481280506261,0.2304015460386436,0.1331231059004609,0.16790315445313295,0.010768717961915196,0.7190656704913232,1.4362939189064987
002448,10420200,15493,0.16785666301990365,0.1719544730427439,0.5822153125659776,0.2499376211589029,0.24735609681196138,0.024577263392257347,1.5042417611946028,0.24240417650333002,0.546448244755379,0.788852421258709,0.03182664440221876,1918.1912405296337,1888.0519557270102,1.5939453416387495,0.9974255770327334,0.41076615245594783,0.4403278900148454,0.21945394694378106,0.26044019879945784,0.05125621389224775,0.015748258190821672,0.010671580199996162,0.0002974990883092455,0.08425941920500567,0.08046870501525882,0.006842479031112647,0.0003838697913667684,0.09184084758449934,0.004923130074278805,0.07039212299188115,0.0007005623692443523,0.2507725379551256,0.14621600353160208,0.16203143893591293,0.02319533214333698,0.788852421258709,1.5042417611946028
002495,87363489,44609,0.17864987054260162,0.20252487855653292,0.5458527417557694,0.2291561752988139,0.24306546410938326,0.005117389485211608,1.4728802326106734,0.16467799265663485,0.4824564183786204,0.6471344110352553,0.022431917754566787,4230.3595028251775,8998.454358193507,0.24708194790617666,0.22512565295156417,0.29825819901813533,0.5569952251787755,0.179582595440382,0.2906140016588581,0.041951151928009654,0.015172242033511276,0.01580172696628451,4.738821729063499e-05,0.12159984819287609,0.07458318199722999,0.006135503585485236,0.0002063447809416128,0.08640566083618753,0.009900245627781646,0.08192685619504048,0.000417107883591966,0.27270431014951796,0.14340979445086036,0.1252920885520037,0.0044465486033873946,0.6471344110352553,1.4728802326106734
002554,40386921,27603,0.1488490296153054,0.18156073348597185,0.5930127478645871,0.0,0.7931777715860043,0.2068222284139957,1.5164352588304515,0.2626029847633099,1.2068222284139958,1.4694252131773058,0.08304153218315406,3815.8773890822367,5568.83693813,0.6042884616246947,-0.4708562022053,0.3503242401188277,0.43571350940115205,0.19461652718907366,1.0,0.0,0.0654248438498196,0.0,0.011152645184315982,0.0,0.17780508694881692,0.0,0.003755646537154937,0.0,0.09161255447029497,0.0,0.057236475145010436,0.0,0.4583352863170728,0.0,0.13467746154751437,1.4694252131773058,1.5164352588304515
002673,17873730,14369,0.15808373518006594,0.22361823749155885,0.5311137630477801,0.0,0.7008111905013671,0.2991888094986329,1.4439294987671851,0.14941179037615537,1.299188809498633,1.4486005998747884,0.06270119331555306,3659.2525938414074,3980.1801047676017,1.3790061687059425,-0.11878931271295023,0.4095622520704294,0.38826640684807573,0.2461549168348528,1.0,0.0,0.06665855420217269,0.0,0.020525710078422355,0.0,0.21760779647001494,0.0,0.006010441021543908,0.0,0.06807051466034231,0.0,0.09001322051972364,0.0,0.3484743251688372,0.0,0.18263943787894302,1.4486005998747884,1.4439294987671851
002766,8912480,6020,0.18688692709548857,0.1490658043552412,0.5886076602696444,0.29462955316589773,0.11418819453171283,0.003803655099366282,1.5131680519900186,0.2526549288189146,0.41642505789634315,0.6690799867152577,0.02202875069565374,4277.716106534066,3806.2855016906583,6.237894011667778,3.4556315344377095,0.4601328903654485,0.3940199335548173,0.2538205980066445,0.1637873754152824,0.052752320341812826,0.010378704917149885,0.01230858302066316,0.0,0.10085251243200546,0.044690142362170795,0.00319776313663537,0.0003253864244295639,0.08906903577904242,0.00319776313663537,0.09453036640755436,8.976177225643143e-05,0.3447047286501625,0.05592158411575678,0.18459284060104483,0.0033885069026802863,0.6690799867152577,1.5131680519900186
002803,17615057,29590,0.19144661297434348,0.15435527685207037,0.5356905174930743,0.20466530423375864,0.18378816486372992,0.023284738732324284,1.4171829248125625,0.18988862766666043,0.43502294656213714,0.6249115742287976,0.008282164514142645,1929.8977998227654,1288.2995812166862,1.0270736386246866,0.6132333188824046,0.4433254477864143,0.32950321054410275,0.2266306184521798,0.1989861439675566,0.08160001980124162,0.01791796643065078,0.018433264223896635,0.0005563422247228607,0.08003380289941724,0.06765172545283277,0.005040460555989118,0.0016292879438312348,0.11360559321494106,0.0045819891471256665,0.07217688821557602,0.0010821423967007316,0.3130223762545872,0.09363648383312072,0.10901469123829688,0.020016966167069456,0.6249115742287976,1.4171829248125625
002825,18470292,28475,0.2156743380126313,0.16415447032456226,0.5235799195811306,0.242241108045287,0.23693870134808914,0.018054072994622933,1.4269886474994546,0.14375111124393702,0.515287955382622,0.659039066626559,0.018435853639996596,1568.4201854345847,2041.087315311197,0.4505204995739598,0.7696043731799529,0.3955750658472344,0.4270412642669008,0.2188235294117647,0.260684811237928,0.06073558555544222,0.02057731409985289,0.014666579174817593,0.0006117932515631047,0.08525652978307002,0.07462664910765894,0.003786512958214196,0.0004847784756191185,0.10650172720604525,0.010184354421684291,0.09740912596292468,0.0015791304219770863,0.25027227506744343,0.13155038371889302,0.12637888994933053,0.015378370845463623,0.659039066626559,1.4269886474994546
002830,2603600,6652,0.17533415271163005,0.17203103395298816,0.4278306959594408,0.19473037332923643,0.16027807650944845,0.013865417114764174,1.2030265785834997,0.08046550929482255,0.38273928406821317,0.4632047933630357,0.0010216623137194625,1024.1992837203154,1098.79797490656,2.052277755375388,3.3054721795541604,0.30111244738424536,0.2890859891761876,0.22790138304269392,0.1740829825616356,0.15624519895529268,0.024581348901520972,0.041288984483023504,0.0026885850361038563,0.10792748502074051,0.0557689353203257,0.006759870947918267,0.0015747426640036872,0.09191119987709326,0.0049162697803041945,0.07643263174066676,0.002074051313565832,0.2750422491934245,0.07501152250729759,0.0702488861576279,0.007528038101090797,0.4632047933630357,1.2030265785834997
002920,4324725,16783,0.16577308383770067,0.21484764927249708,0.43885056275254497,0.21807028192544034,0.2581190711548133,0.039358340703744166,1.2583218586152878,0.05822982964234724,0.554906034487742,0.6131358641300892,0.020837533022330892,513.100671425944,711.0084204251061,1.4451615366266028,1.6589551442088863,0.3182386939164631,0.413037001727939,0.21593278913185962,0.2338676041232199,0.13303897935706896,0.024001526108596502,0.022424547225546133,0.0010636514460457024,0.11233893484556821,0.09558850562752545,0.004677291619698362,0.0022429171797050678,0.0706803322754626,0.004532542531606056,0.08861788899872246,0.0019423200319095434,0.16839405973790242,0.13399649688708531,0.1023505540814734,0.03410945204608386,0.6131358641300892,1.2583218586152878
002972,4866536,8484,0.1683139711696369,0.14483114889112092,0.49811077119330877,0.23082825237499527,0.1172197226117304,0.006630178015738505,1.3093666624473754,0.18496565113255098,0.3613083310182027,0.5462739821507536,0.011447156663384389,1528.579235244002,1788.781263796441,3.0665484370192533,3.3256625644204694,0.28595002357378596,0.3152993870815653,0.19519094766619519,0.1571192833569071,0.14235793180200454,0.02343350588591146,0.022171828175112648,0.0007808428829048013,0.1013435429225223,0.03925461560337785,0.003924762911442553,0.000308227453778211,0.08547763748177348,0.004311074653511245,0.0778471586360401,0.0006781003983120643,0.3161427347912355,0.05022052646892985,0.12688450265239998,0.004863007280743428,0.5462739821507536,1.3093666624473754
300009,11295736,10829,0.17042298084870255,0.19941232691698885,0.5521340087976561,0.31714462873424093,0.21620839934644365,0.005515975231715755,1.4741033253610034,0.18229870103196466,0.5443849785441162,0.7266836795760808,0.03296289856632627,3102.6345685079523,2589.904452730443,3.78812605246857,1.1734464299839114,0.46273894173053837,0.38535414165666265,0.28922338166035644,0.22208883553421369,0.04651781875922029,0.017799105786466683,0.013713758890965582,0.0,0.10888365308820958,0.08158999112585492,0.008664242861200013,0.0002744398417243462,0.06657149210994308,0.004066932867411208,0.09933243836435271,0.0004521175069955601,0.2391580327302267,0.11275236956671084,0.19543418861772266,0.004789417882995849,0.7266836795760808,1.4741033253610034
300022,8146800,6884,0.18455111209309177,0.1932783424166544,0.5317546766828694,0.3016890067265675,0.19536505130848922,0.04173417783669662,1.4413388078754847,0.1539252221731232,0.58052241370845,0.7344476358815732,0.037032920901458245,5179.917491353114,2771.969982536501,11.004230056940319,1.891062304626724,0.5094421847762929,0.2707728065078443,0.29154561301568854,0.1481696687972109,0.06220847449305249,0.01266755044925615,0.015417096283203221,0.0001227475818726371,0.11912652820739432,0.06671331074777827,0.006628369421122404,0.000810134040359405,0.08322286050964796,0.0032159866450630925,0.09776857170913733,0.0003436932292433839,0.1966539009181519,0.11276820346639171,0.18187496931310454,0.04045760298522119,0.7344476358815732,1.4413388078754847
300037,15172866,42342,0.1805509914870401,0.20477159687563312,0.471613075604833,0.7240808031916977,0.0,0.2759191968083024,1.3285487395723392,0.08629048724215982,1.2759191968083026,1.3622096840504625,0.0943226151209666,707.5288508387871,1253.6872659787366,-0.29146030478136264,0.9807612889770576,0.30714184497661895,0.4685654905294979,1.0,0.2470596570780785,0.0,0.0,0.1199107011160581,0.023153634916435694,0.0,0.0,0.1204683413140273,0.08430325556160582,0.0,0.0,0.17058332947776642,0.00996766200927366,0.0,0.0,0.31311843128384576,0.15849464432098723,1.3622096840504625,1.3285487395723392
